,Player,Week,FPts,xFP,Diff
1295,Hunter Renfrow,6,1.7,2.99,-1.29
2823,Ryan Flournoy,8,1.7,2.99,-1.29
2537,Nico Collins,10,25.6,26.9,-1.3
3254,Tyler Allgeier,7,1.6,2.9,-1.3
21,AJ Dillon,1,1.0,2.3,-1.3
2872,Savion Williams,3,-0.1,1.2,-1.3
2396,Matthew Golden,8,3.4,4.7,-1.3
298,Brashard Smith,4,6.6,7.9,-1.3
798,Darius Slayton,9,11.2,12.5,-1.3
495,Charlie Kolar,3,4.2,5.51,-1.31
3473,Zavier Scott,5,0.8,2.11,-1.31
2424,Michael Mayer,3,0.0,1.31,-1.31
295,Brandin Cooks,9,3.6,4.91,-1.31
3116,Tre Harris,4,0.0,1.31,-1.31
3032,Theo Johnson,3,2.0,3.32,-1.32
1161,Foster Moreau,10,3.6,4.92,-1.32
849,David Njoku,4,3.1,4.42,-1.32
2930,Sterling Shepard,8,1.8,3.12,-1.32
3003,Terrell Jennings,12,0.0,1.32,-1.32
3236,Tyjae Spears,5,1.4,2.72,-1.32
100,Allen Lazard,7,3.6,4.93,-1.33
661,Cooper Rush,2,-0.4,0.93,-1.33
681,Curtis Samuel,11,3.9,5.23,-1.33
780,Daniel Jones,9,22.08,23.41,-1.33
3090,Travis Etienne,10,15.7,17.04,-1.34
2641,Payne Durham,10,0.0,1.34,-1.34
3153,Trevor Etienne,6,1.7,3.05,-1.35
2223,Lucas Krull,1,1.6,2.95,-1.35
970,Devaughn Vele,1,2.3,3.65,-1.35
2088,Kenny Pickett,7,-0.68,0.67,-1.35
2984,Tee Higgins,3,2.5,3.85,-1.35
2307,Malik Turner,5,0.0,1.35,-1.35
1389,Jack Bech,10,0.0,1.35,-1.35
533,Chimere Dike,6,2.8,4.15,-1.35
487,CeeDee Lamb,1,21.0,22.35,-1.35
147,Andrew Ogletree,8,0.0,1.36,-1.36
743,Dalton Kincaid,2,7.7,9.06,-1.36
2320,Malik Willis,12,0.58,1.95,-1.37
2369,Marvin Mims,8,1.8,3.17,-1.37
651,Cooper Kupp,1,3.5,4.87,-1.37
2501,Najee Harris,2,6.8,8.17,-1.37
1669,Jaylin Lane,1,2.1,3.47,-1.37
3163,Trevor Lawrence,9,22.2,23.58,-1.38
1162,Foster Moreau,12,0.0,1.38,-1.38
2522,Nick Westbrook,1,1.7,3.08,-1.38
981,Devin Neal,10,6.1,7.48,-1.38
1497,Jalen Hurts,10,13.02,14.4,-1.38
319,Breece Hall,12,14.9,16.29,-1.39
2864,Saquon Barkley,6,8.7,10.09,-1.39
3448,Zach Charbonnet,9,5.6,6.99,-1.39
73,Adonai Mitchell,8,0.0,1.4,-1.4
94,Alex Bachman,1,0.0,1.4,-1.4
3231,Ty Johnson,8,0.6,2.0,-1.4
1003,Dillon Gabriel,8,13.54,14.94,-1.4
1641,Jaydon Blue,5,0.7,2.11,-1.41
3386,Will Shipley,4,0.0,1.41,-1.41
518,Chig Okonkwo,2,7.5,8.91,-1.41
251,Bijan Robinson,10,10.8,12.21,-1.41
2208,Lamar Jackson,10,16.64,18.06,-1.42
1432,Jahan Dotson,10,0.0,1.42,-1.42
2071,Kenneth Gainwell,7,3.5,4.92,-1.42
1274,Hunter Henry,11,8.5,9.92,-1.42
854,David Njoku,11,1.7,3.12,-1.42
2654,Quentin Johnston,3,14.9,16.33,-1.43
2551,Noah Fant,11,7.6,9.03,-1.43
570,Christian Kirk,4,5.0,6.43,-1.43
2525,Nick Westbrook,6,0.0,1.43,-1.43
372,Brock Wright,10,0.0,1.43,-1.43
1829,Jordan Watkins,8,1.7,3.14,-1.44
1401,Jackson Hawes,8,3.5,4.94,-1.44
3309,Tyler Shough,9,10.24,11.68,-1.44
1855,Josh Downs,5,11.4,12.85,-1.45
920,DeVonta Smith,2,9.3,10.75,-1.45
1729,Jerry Jeudy,12,3.9,5.35,-1.45
3053,Tip Reiman,5,0.0,1.45,-1.45
1733,Jimmy Horn,7,2.5,3.95,-1.45
750,Dalton Schultz,1,5.8,7.25,-1.45
638,Colston Loveland,8,6.8,8.25,-1.45
1995,Kalif Raymond,3,1.4,2.86,-1.46
2640,Payne Durham,2,0.0,1.46,-1.46
770,Daniel Bellinger,11,0.0,1.46,-1.46
201,Austin Trammell,12,0.0,1.46,-1.46
2384,Mason Taylor,10,1.4,2.86,-1.46
1998,Kalif Raymond,9,0.0,1.46,-1.46
856,David Sills,8,3.4,4.86,-1.46
590,Christian Watson,10,6.5,7.97,-1.47
2974,Taysom Hill,7,2.8,4.27,-1.47
1672,Jaylin Lane,4,3.8,5.27,-1.47
1704,Jeremy Ruckert,7,0.0,1.47,-1.47
2419,Michael Carter,10,0.4,1.87,-1.47
1993,Kalif Raymond,1,3.6,5.07,-1.47
378,Bryce Young,3,11.64,13.12,-1.48
696,DJ Giddens,2,0.0,1.48,-1.48
953,Demarcus Robinson,11,2.3,3.78,-1.48
2504,Nate Adkins,5,0.0,1.48,-1.48
286,Braelon Allen,4,1.6,3.08,-1.48
58,Adam Thielen,11,1.6,3.08,-1.48
1667,Jaylen Wright,10,1.7,3.18,-1.48
3387,Will Shipley,5,1.4,2.88,-1.48
2399,Matthew Stafford,1,13.6,15.08,-1.48
2058,Kendrick Bourne,3,7.8,9.29,-1.49
284,Braelon Allen,2,1.1,2.59,-1.49
2736,Ray Davis,5,0.1,1.59,-1.49
1806,Jordan Addison,12,0.0,1.49,-1.49
1394,Jack Stoll,8,0.0,1.49,-1.49
361,Brock Bowers,10,3.7,5.19,-1.49
2503,Nate Adkins,4,2.5,4.0,-1.5
785,Dare Ogunbowale,7,0.0,1.5,-1.5
3346,Tyrod Taylor,12,13.78,15.28,-1.5
1545,James Cook,6,8.7,10.2,-1.5
1869,Josh Jacobs,10,20.7,22.2,-1.5
1268,Hunter Henry,5,6.6,8.1,-1.5
1996,Kalif Raymond,4,3.3,4.81,-1.51
3037,Theo Johnson,8,5.0,6.51,-1.51
3058,Tommy Tremble,5,1.7,3.21,-1.51
81,Alec Ingold,5,0.0,1.51,-1.51
1046,Drew Sample,1,0.0,1.51,-1.51
3062,Tommy Tremble,9,0.0,1.51,-1.51
1768,Johnny Mundt,1,0.0,1.51,-1.51
503,Charlie Woerner,7,0.0,1.52,-1.52
18,AJ Barner,10,0.3,1.82,-1.52
2148,Kyle Monangai,8,2.4,3.92,-1.52
2496,Mo Alie-Cox,7,1.6,3.12,-1.52
1765,John Metchie,10,0.6,2.13,-1.53
3292,Tyler Johnson,6,0.0,1.53,-1.53
1396,Jack Westover,10,0.0,1.53,-1.53
1119,Emanuel Wilson,3,2.5,4.03,-1.53
230,Benjamin Yurosek,8,1.5,3.04,-1.54
698,DJ Giddens,5,2.2,3.74,-1.54
2169,Kyle Williams,9,0.0,1.54,-1.54
934,Dee Eskridge,9,0.0,1.54,-1.54
2489,Mitchell Tinsley,3,0.0,1.54,-1.54
2130,Kyle Allen,10,-0.1,1.44,-1.54
2889,Sean Tucker,10,6.1,7.65,-1.55
985,Devin Singletary,3,1.1,2.65,-1.55
1335,Isaiah Likely,11,3.5,5.05,-1.55
3221,Tutu Atwell,2,0.0,1.55,-1.55
2228,Luke Farrell,5,1.8,3.35,-1.55
2780,Roman Wilson,2,1.7,3.25,-1.55
2418,Michael Carter,7,5.6,7.15,-1.55
1675,Jaylin Lane,7,9.0,10.55,-1.55
3238,Tyjae Spears,7,7.0,8.55,-1.55
382,Bryce Young,7,10.52,12.07,-1.55
2615,Pat Bryant,9,4.0,5.56,-1.56
3097,Travis Hunter,4,7.2,8.76,-1.56
308,Brayden Willis,2,0.0,1.56,-1.56
3251,Tyler Allgeier,3,1.4,2.96,-1.56
2224,Lucas Krull,3,1.9,3.46,-1.56
2453,Michael Wilson,3,1.5,3.06,-1.56
2623,Pat Freiermuth,8,4.3,5.86,-1.56
703,DJ Moore,6,8.2,9.76,-1.56
962,Derrick Henry,4,7.8,9.37,-1.57
404,C.J. Stroud,9,4.36,5.93,-1.57
3117,Tre Harris,6,6.7,8.27,-1.57
636,Colston Loveland,6,3.1,4.67,-1.57
762,Dameon Pierce,5,2.1,3.67,-1.57
1258,Harrison Bryant,5,1.5,3.07,-1.57
3297,Tyler Lockett,2,2.9,4.47,-1.57
1509,Jalen Nailor,8,0.0,1.57,-1.57
2812,Ross Dwelley,10,0.0,1.57,-1.57
1707,Jeremy Ruckert,11,6.3,7.87,-1.57
261,Blake Corum,9,5.8,7.38,-1.58
290,Brandin Cooks,4,5.2,6.78,-1.58
1642,Jaydon Blue,6,0.0,1.58,-1.58
1323,Isaiah Davis,7,5.2,6.78,-1.58
465,Cam Ward,11,14.06,15.64,-1.58
694,D'Ernest Johnson,11,0.6,2.18,-1.58
497,Charlie Kolar,6,0.0,1.58,-1.58
1434,Jahan Dotson,12,0.0,1.58,-1.58
1534,Jamari Thrash,10,0.0,1.58,-1.58
814,Darnell Washington,9,8.3,9.89,-1.59
2262,Luther Burden,4,1.6,3.19,-1.59
3354,Tyrone Tracy,10,8.1,9.69,-1.59
841,David Montgomery,10,10.1,11.69,-1.59
3199,Tua Tagovailoa,3,13.84,15.43,-1.59
951,Demarcus Robinson,9,0.0,1.59,-1.59
1920,Julius Chestnut,12,0.3,1.9,-1.6
2297,Malik Davis,11,2.0,3.6,-1.6
2264,Luther Burden,7,3.1,4.7,-1.6
2805,Romeo Doubs,8,9.4,11.01,-1.61
3020,Tez Johnson,1,0.0,1.61,-1.61
2896,Skyy Moore,4,0.0,1.61,-1.61
3456,Zach Ertz,5,0.0,1.61,-1.61
2777,Robbie Anderson,11,0.0,1.61,-1.61
1812,Jordan Love,7,13.36,14.98,-1.62
3209,Tucker Fisk,4,0.0,1.63,-1.63
956,Derius Davis,3,-0.8,0.83,-1.63
1387,Jack Bech,6,0.0,1.63,-1.63
2278,Mack Hollins,1,1.3,2.93,-1.63
2951,Tank Bigsby,1,1.2,2.84,-1.64
1791,Jonnu Smith,4,2.6,4.24,-1.64
2965,Tanner Hudson,8,1.9,3.54,-1.64
2155,Kyle Pitts,3,7.9,9.55,-1.65
3334,Tyreek Hill,3,15.9,17.56,-1.66
501,Charlie Kolar,11,0.0,1.66,-1.66
47,Adam Prentice,7,0.0,1.66,-1.66
677,Curtis Samuel,4,1.9,3.56,-1.66
747,Dalton Kincaid,8,3.3,4.96,-1.66
3323,Tyquan Thornton,1,6.1,7.76,-1.66
1852,Josh Downs,2,11.1,12.77,-1.67
1794,Jonnu Smith,8,3.7,5.37,-1.67
1755,John Bates,10,1.6,3.27,-1.67
1752,John Bates,7,1.5,3.17,-1.67
2004,Kameron Johnson,10,1.1,2.77,-1.67
2260,Luther Burden,2,1.5,3.17,-1.67
1698,Jeremy McNichols,10,3.9,5.57,-1.67
232,Bhayshul Tuten,1,1.1,2.78,-1.68
1322,Isaiah Davis,6,1.1,2.78,-1.68
1257,Harrison Bryant,2,0.0,1.68,-1.68
121,Ameer Abdullah,12,0.0,1.68,-1.68
1874,Josh Oliver,4,0.0,1.68,-1.68
1099,Elijah Higgins,1,1.3,2.98,-1.68
462,Cam Ward,7,12.2,13.88,-1.68
3492,Zay Jones,10,0.0,1.69,-1.69
1307,Isaac TeSlaa,11,0.0,1.69,-1.69
1093,Elijah Arroyo,6,1.6,3.29,-1.69
635,Colston Loveland,3,4.1,5.79,-1.69
2604,Parker Washington,6,4.9,6.6,-1.7
1170,Gardner Minshew,7,-0.3,1.4,-1.7
2125,Konata Mumpfield,6,1.7,3.4,-1.7
2999,Terrell Jennings,7,1.8,3.51,-1.71
597,Christopher Brooks,7,0.0,1.71,-1.71
2882,Scotty Miller,4,0.0,1.71,-1.71
3431,Xavier Weaver,11,3.5,5.21,-1.71
857,David Sills,9,0.0,1.71,-1.71
2611,Pat Bryant,4,0.0,1.71,-1.71
1531,Jamari Thrash,6,3.3,5.01,-1.71
2323,Marcus Mariota,7,4.92,6.63,-1.71
2961,Tanner Conner,7,3.8,5.52,-1.72
3384,Will Dissly,7,0.0,1.72,-1.72
1075,Dylan Sampson,10,0.9,2.62,-1.72
101,Allen Lazard,8,1.5,3.22,-1.72
1019,Dontayvion Wicks,7,1.5,3.22,-1.72
32,Aaron Jones,12,8.7,10.42,-1.72
753,Dalton Schultz,4,8.0,9.72,-1.72
122,Amon-Ra St. Brown,1,8.5,10.22,-1.72
156,Antonio Gibson,1,0.3,2.03,-1.73
1502,Jalen Milroe,5,-1.0,0.73,-1.73
2338,Marquez Valdes-Scantling,2,0.0,1.73,-1.73
1581,Jason Brownlee,1,0.0,1.73,-1.73
2490,Mitchell Tinsley,4,1.9,3.63,-1.73
3303,Tyler Lockett,9,0.0,1.73,-1.73
3470,Zamir White,3,3.3,5.03,-1.73
2531,Nico Collins,2,14.2,15.93,-1.73
1090,Elijah Arroyo,3,0.0,1.74,-1.74
1859,Josh Downs,10,1.3,3.04,-1.74
3280,Tyler Higbee,3,0.0,1.74,-1.74
1888,Joshua Dobbs,7,0.28,2.02,-1.74
629,Cole Kmet,10,1.5,3.24,-1.74
7,A.J. Brown,10,3.3,5.05,-1.75
2827,Ryan Miller,1,0.0,1.75,-1.75
1811,Jordan Love,6,15.96,17.72,-1.76
986,Devin Singletary,4,2.8,4.56,-1.76
1316,Isaiah Bond,11,0.8,2.56,-1.76
878,Dawson Knox,4,0.0,1.76,-1.76
963,Derrick Henry,5,9.3,11.07,-1.77
848,David Njoku,3,9.0,10.77,-1.77
2507,Nate Adkins,8,0.0,1.77,-1.77
2948,Tahj Brooks,12,0.5,2.27,-1.77
3266,Tyler Badie,9,2.6,4.37,-1.77
1481,Jaleel McLaughlin,6,0.0,1.77,-1.77
2258,Luke Wypler,3,0.0,1.77,-1.77
1070,Dylan Sampson,4,-0.2,1.57,-1.77
2003,Kameron Johnson,7,0.0,1.77,-1.77
2487,Mitchell Evans,12,0.0,1.77,-1.77
96,Alex Cappa,6,0.0,1.77,-1.77
616,Colby Parkinson,5,0.0,1.77,-1.77
3222,Tutu Atwell,3,0.0,1.77,-1.77
1824,Jordan Mason,8,1.6,3.37,-1.77
3077,Tory Horton,4,2.0,3.77,-1.77
3465,Zaire Mitchell,2,0.0,1.77,-1.77
3052,Tip Reiman,3,2.8,4.57,-1.77
1913,Julian Hill,7,1.1,2.88,-1.78
3043,Tim Patrick,2,0.0,1.78,-1.78
546,Chris Moore,5,0.0,1.78,-1.78
1171,Garett Bolles,7,0.0,1.78,-1.78
2521,Nick Kallerup,10,0.0,1.78,-1.78
2826,Ryan Flournoy,12,0.0,1.78,-1.78
304,Brashard Smith,11,2.8,4.58,-1.78
930,Dee Eskridge,1,1.9,3.68,-1.78
1312,Isaiah Bond,4,8.8,10.59,-1.79
2031,Keaton Mitchell,9,2.8,4.59,-1.79
2388,Mason Tipton,8,0.0,1.79,-1.79
866,Davis Allen,6,1.7,3.49,-1.79
231,Bernhard Raimann,5,0.0,1.8,-1.8
297,Brashard Smith,3,1.3,3.1,-1.8
1522,Jalen Tolbert,11,0.0,1.8,-1.8
3244,Tylan Wallace,3,0.0,1.8,-1.8
932,Dee Eskridge,6,0.0,1.8,-1.8
2138,Kyle Juszczyk,8,1.4,3.2,-1.8
2561,Noah Gray,11,2.9,4.7,-1.8
1246,Harold Fannin,1,13.6,15.4,-1.8
1861,Josh Jacobs,1,14.0,15.8,-1.8
179,Ashton Jeanty,5,15.9,17.7,-1.8
2267,Luther Burden,11,5.7,7.51,-1.81
980,Devin Neal,9,2.2,4.01,-1.81
227,Ben Skowronek,4,0.0,1.81,-1.81
2168,Kyle Williams,7,0.0,1.81,-1.81
1639,Jayden Higgins,12,13.8,15.62,-1.82
3353,Tyrone Tracy,9,6.7,8.52,-1.82
3014,Tetairoa McMillan,7,6.3,8.12,-1.82
2497,Mo Alie-Cox,9,0.0,1.82,-1.82
1260,Harrison Bryant,9,1.2,3.02,-1.82
2579,Ollie Gordon,6,1.2,3.03,-1.83
1305,Isaac TeSlaa,7,0.0,1.83,-1.83
647,Connor Heyward,7,0.0,1.83,-1.83
3115,Tre Harris,3,0.0,1.83,-1.83
2963,Tanner Conner,9,0.0,1.83,-1.83
2377,Mason Taylor,2,1.5,3.33,-1.83
1411,Jacoby Brissett,10,21.42,23.26,-1.84
1676,Jaylin Lane,8,1.0,2.84,-1.84
1008,Dont'e Thornton,3,4.9,6.74,-1.84
413,Cade Otton,10,17.2,19.04,-1.84
2387,Mason Tipton,7,0.0,1.84,-1.84
792,Darius Slayton,1,0.0,1.84,-1.84
2498,Mo Alie-Cox,10,0.0,1.84,-1.84
196,Austin Hooper,10,0.0,1.85,-1.85
1518,Jalen Tolbert,5,0.0,1.85,-1.85
1166,Gage Larvadain,7,0.0,1.85,-1.85
2249,Luke Schoonmaker,1,0.0,1.85,-1.85
3433,Xavier Worthy,1,0.0,1.85,-1.85
2380,Mason Taylor,5,17.7,19.55,-1.85
1132,Emari Demercado,9,8.8,10.66,-1.86
1770,Johnny Mundt,4,0.0,1.86,-1.86
1071,Dylan Sampson,5,1.2,3.06,-1.86
2311,Malik Washington,4,4.1,5.96,-1.86
3173,Trey McBride,1,12.1,13.96,-1.86
1251,Harold Fannin,6,15.1,16.96,-1.86
2192,Ladd McConkey,1,13.4,15.27,-1.87
2734,Ray Davis,3,0.0,1.87,-1.87
1918,Julius Chestnut,5,0.3,2.18,-1.88
2485,Mitchell Evans,10,0.0,1.89,-1.89
2563,Nyheim Hines,8,-0.2,1.69,-1.89
1327,Isaiah Davis,12,0.7,2.59,-1.89
2829,Ryan Miller,3,0.0,1.89,-1.89
296,Brashard Smith,2,0.2,2.09,-1.89
481,Cedric Tillman,4,1.6,3.49,-1.89
2476,Mitch Trubisky,2,0.98,2.87,-1.89
337,Brian Robinson,4,2.1,3.99,-1.89
1108,Elijah Mitchell,11,0.0,1.9,-1.9
855,David Sills,3,1.9,3.8,-1.9
1393,Jack Stoll,7,0.0,1.9,-1.9
2099,Kevin Austin,3,0.0,1.9,-1.9
3296,Tyler Lockett,1,0.0,1.9,-1.9
1983,KaVontae Turpin,9,3.3,5.2,-1.9
3259,Tyler Allgeier,12,5.9,7.81,-1.91
2024,Kayshon Boutte,9,0.0,1.91,-1.91
1887,Joshua Dobbs,4,-0.2,1.71,-1.91
634,Colston Loveland,2,0.0,1.91,-1.91
1735,Jimmy Horn,9,1.8,3.71,-1.91
739,Dallas Goedert,10,8.3,10.21,-1.91
1715,Jerome Ford,8,0.9,2.81,-1.91
2202,Ladd McConkey,11,4.3,6.21,-1.91
3230,Ty Johnson,6,1.5,3.41,-1.91
705,DJ Moore,8,11.6,13.51,-1.91
907,DeAndre Hopkins,12,3.3,5.21,-1.91
528,Chimere Dike,1,0.9,2.81,-1.91
1931,Justin Fields,2,4.98,6.89,-1.91
2111,Khalil Shakir,10,12.8,14.72,-1.92
2330,Mark Andrews,4,10.0,11.92,-1.92
2998,Terrance Ferguson,12,0.0,1.92,-1.92
2247,Luke Musgrave,11,0.9,2.82,-1.92
3035,Theo Johnson,6,4.7,6.63,-1.93
164,Arian Smith,6,0.0,1.93,-1.93
2713,Rashid Shaheed,3,8.2,10.13,-1.93
2040,Keenan Allen,4,8.7,10.63,-1.93
2692,Rachaad White,10,10.4,12.34,-1.94
2309,Malik Washington,2,3.5,5.44,-1.94
3426,Xavier Smith,7,3.5,5.44,-1.94
2120,Kimani Vidal,11,3.2,5.14,-1.94
2102,Khadarel Hodge,11,0.0,1.95,-1.95
1308,Isaac TeSlaa,12,0.0,1.95,-1.95
3290,Tyler Johnson,2,0.0,1.95,-1.95
1689,Jaylin Noel,12,1.9,3.85,-1.95
1453,Jake Ferguson,1,7.3,9.25,-1.95
2687,Rachaad White,4,8.6,10.55,-1.95
775,Daniel Jones,4,12.38,14.34,-1.96
3248,Tylan Wallace,12,0.0,1.96,-1.96
3338,Tyrell Shavers,5,0.0,1.96,-1.96
3177,Trey McBride,5,9.1,11.07,-1.97
3207,Tua Tagovailoa,11,6.84,8.81,-1.97
2045,Keenan Allen,9,6.1,8.07,-1.97
2574,Ollie Gordon,1,1.3,3.28,-1.98
2349,Marquise Brown,8,0.0,1.98,-1.98
2254,Luke Schoonmaker,6,1.8,3.79,-1.99
769,Daniel Bellinger,10,1.8,3.79,-1.99
628,Cole Kmet,9,2.0,3.99,-1.99
71,Adonai Mitchell,5,0.0,2.0,-2.0
2757,Ricky Pearsall,2,9.2,11.2,-2.0
1911,Julian Hill,5,6.2,8.21,-2.01
2313,Malik Washington,6,6.3,8.32,-2.02
79,Alec Ingold,1,1.1,3.12,-2.02
3226,Ty Johnson,2,0.6,2.62,-2.02
1915,Julius Chestnut,1,0.2,2.22,-2.02
2072,Kenneth Gainwell,8,4.5,6.53,-2.03
900,DeAndre Hopkins,4,0.0,2.03,-2.03
2055,Kendre Miller,6,4.2,6.23,-2.03
2590,Oronde Gadsden,3,9.6,11.63,-2.03
2471,Mike Gesicki,12,7.5,9.54,-2.04
1254,Harold Fannin,10,8.4,10.44,-2.04
2560,Noah Gray,9,0.0,2.04,-2.04
1648,Jaylen Waddle,4,7.8,9.84,-2.04
2026,KeAndre Lambert-Smith,1,0.0,2.04,-2.04
2191,Kyren Williams,12,5.8,7.84,-2.04
1022,Dontayvion Wicks,12,5.2,7.24,-2.04
3482,Zay Flowers,8,14.1,16.14,-2.04
2765,Rico Dowdle,4,4.0,6.05,-2.05
1505,Jalen Nailor,3,6.7,8.75,-2.05
3046,Tim Patrick,5,0.0,2.05,-2.05
2686,Rachaad White,3,2.4,4.45,-2.05
1184,Geno Smith,6,9.66,11.71,-2.05
1713,Jerome Ford,6,8.0,10.05,-2.05
3004,Terry McLaurin,1,4.7,6.76,-2.06
1989,Kaleb Johnson,6,1.5,3.56,-2.06
2070,Kenneth Gainwell,6,9.6,11.66,-2.06
114,Amar Johnson,11,0.8,2.86,-2.06
3247,Tylan Wallace,11,0.0,2.07,-2.07
1152,Evan Engram,7,9.2,11.27,-2.07
1050,Drew Sample,6,0.8,2.87,-2.07
3389,Will Shipley,8,0.2,2.28,-2.08
3430,Xavier Weaver,4,0.0,2.08,-2.08
2344,Marquise Brown,3,8.2,10.28,-2.08
3208,Tucker Fisk,3,0.0,2.08,-2.08
2257,Luke Schoonmaker,12,0.0,2.09,-2.09
1716,Jerome Ford,10,0.1,2.19,-2.09
1067,Dylan Sampson,1,17.3,19.39,-2.09
1259,Harrison Bryant,8,0.0,2.09,-2.09
1796,Jonnu Smith,10,1.4,3.5,-2.1
1168,Gage Larvadain,11,0.0,2.1,-2.1
2100,Khadarel Hodge,1,0.0,2.1,-2.1
112,Alvin Kamara,10,14.5,16.6,-2.1
964,Derrick Henry,6,17.0,19.11,-2.11
660,Cooper Kupp,12,4.4,6.51,-2.11
1659,Jaylen Warren,6,8.3,10.41,-2.11
1984,KaVontae Turpin,11,1.0,3.11,-2.11
2530,Nico Collins,1,5.5,7.61,-2.11
2243,Luke Musgrave,6,1.7,3.81,-2.11
19,AJ Barner,11,17.1,19.22,-2.12
1045,Drew Lock,10,-0.4,1.72,-2.12
1917,Julius Chestnut,4,0.0,2.12,-2.12
949,Demarcus Robinson,7,0.0,2.12,-2.12
1711,Jerome Ford,4,1.3,3.42,-2.12
1165,Gage Larvadain,6,4.2,6.32,-2.12
198,Austin Trammell,9,0.0,2.12,-2.12
655,Cooper Kupp,5,11.9,14.03,-2.13
2527,Nick Westbrook,8,2.8,4.93,-2.13
2398,Matthew Golden,11,3.4,5.53,-2.13
858,David Sills,10,0.0,2.14,-2.14
3421,Xavier Legette,10,0.0,2.14,-2.14
761,Dameon Pierce,1,0.5,2.64,-2.14
34,Aaron Rodgers,2,12.42,14.56,-2.14
3356,Tyrone Tracy,12,16.0,18.14,-2.14
958,Derius Davis,11,0.0,2.15,-2.15
1734,Jimmy Horn,8,0.9,3.05,-2.15
2429,Michael Mayer,11,4.3,6.45,-2.15
843,David Montgomery,12,6.7,8.85,-2.15
2253,Luke Schoonmaker,5,1.3,3.46,-2.16
433,Calvin Austin,8,6.8,8.96,-2.16
1061,Dyami Brown,10,0.0,2.17,-2.17
2876,Savion Williams,9,2.2,4.37,-2.17
2144,Kyle Monangai,3,3.0,5.17,-2.17
2768,Rico Dowdle,7,10.6,12.77,-2.17
2108,Khalil Shakir,6,6.3,8.47,-2.17
318,Breece Hall,11,8.4,10.57,-2.17
2651,Puka Nacua,12,16.7,18.88,-2.18
904,DeAndre Hopkins,9,0.0,2.18,-2.18
2467,Mike Gesicki,2,4.8,6.98,-2.18
328,Brevyn Spann-Ford,1,0.0,2.19,-2.19
3079,Tory Horton,6,0.0,2.19,-2.19
3352,Tyrone Tracy,8,7.3,9.49,-2.19
2804,Romeo Doubs,7,13.2,15.39,-2.19
1131,Emari Demercado,6,0.1,2.3,-2.2
1965,Justin Watson,2,1.3,3.51,-2.21
3350,Tyrone Tracy,6,0.6,2.81,-2.21
670,Courtland Sutton,6,2.7,4.92,-2.22
3427,Xavier Smith,9,3.2,5.42,-2.22
1513,Jalen Nailor,12,0.0,2.22,-2.22
3411,Xavier Hutchinson,9,6.0,8.22,-2.22
2082,Kenneth Walker,6,4.7,6.92,-2.22
142,Andrei Iosivas,12,10.6,12.83,-2.23
397,C.J. Stroud,1,9.72,11.96,-2.24
3420,Xavier Legette,9,3.2,5.44,-2.24
3489,Zay Jones,5,2.8,5.04,-2.24
3331,Tyquan Thornton,12,0.0,2.24,-2.24
1529,Jamari Thrash,3,2.7,4.95,-2.25
3088,Travis Etienne,7,6.5,8.75,-2.25
494,Charlie Jones,12,0.0,2.25,-2.25
884,Dawson Knox,11,3.3,5.56,-2.26
265,Blake Whiteheart,4,0.0,2.26,-2.26
1514,Jalen Tolbert,1,1.0,3.26,-2.26
2528,Nick Westbrook,9,4.2,6.47,-2.27
3196,Troy Franklin,11,12.4,14.67,-2.27
3072,Tony Pollard,9,7.8,10.07,-2.27
1460,Jake Ferguson,8,0.0,2.28,-2.28
1907,JuJu Smith-Schuster,12,1.8,4.08,-2.28
2362,Marvin Mims,1,4.2,6.48,-2.28
2638,Patrick Mahomes,12,21.08,23.36,-2.28
1340,Isiah Pacheco,1,4.8,7.09,-2.29
2027,KeAndre Lambert-Smith,6,1.1,3.39,-2.29
1062,Dyami Brown,11,0.0,2.29,-2.29
335,Brian Robinson,2,2.9,5.19,-2.29
3225,Ty Johnson,1,2.4,4.69,-2.29
1357,J.K. Dobbins,10,9.4,11.7,-2.3
1082,Elic Ayomanor,5,3.8,6.1,-2.3
846,David Njoku,1,6.7,9.01,-2.31
1535,Jameis Winston,11,13.04,15.35,-2.31
347,Brian Thomas,3,7.5,9.81,-2.31
1935,Justin Fields,7,4.04,6.36,-2.32
1215,Grant Calcaterra,10,0.0,2.32,-2.32
3017,Tetairoa McMillan,10,11.0,13.32,-2.32
1547,James Cook,9,16.5,18.82,-2.32
273,Bo Nix,3,13.42,15.75,-2.33
1966,Juwan Johnson,1,15.6,17.93,-2.33
2578,Ollie Gordon,5,-0.2,2.13,-2.33
662,Cooper Rush,4,2.08,4.41,-2.33
1959,Justin Jefferson,8,14.4,16.74,-2.34
991,Devin Singletary,9,7.1,9.44,-2.34
1754,John Bates,9,4.0,6.34,-2.34
1262,Hassan Haskins,6,3.3,5.64,-2.34
1342,Isiah Pacheco,3,5.8,8.14,-2.34
303,Brashard Smith,9,0.7,3.05,-2.35
840,David Montgomery,9,12.0,14.35,-2.35
2175,Kylen Granson,11,1.4,3.75,-2.35
1461,Jake Ferguson,9,9.0,11.36,-2.36
1016,Dontayvion Wicks,3,4.1,6.46,-2.36
3191,Troy Franklin,6,4.1,6.46,-2.36
1261,Hassan Haskins,5,2.5,4.86,-2.36
2277,Mac Jones,11,-0.3,2.07,-2.37
408,Cade Otton,4,3.9,6.27,-2.37
2074,Kenneth Gainwell,10,2.4,4.77,-2.37
